Id,timestep,cb,co,ram,iva,f@mcp,ram@mcp,ALBE,ALDE,AT,BE,CZ,DE,FR,HR,HU,NL,PL,RO,SI,SK
52785499,2022/09/17 22:00:00,220 kV Brinje - VE Padene DIRECT,400 kV Konjsko - Velebit 419,193.0,0.0,-0.4037110000000226,193.40371100000002,0.04902,0.04868,0.04908,0.04912,0.04413,0.04826,0.05018,0.03105,0.03474,0.04873,0.04203,0.00564,0.06636,0.03923
52785501,2022/09/17 22:00:00,220 kV Brinje - VE Padene DIRECT,400 kV Melina - Velebit 434,186.0,0.0,-2.424274000000004,188.424274,0.04902,0.04868,0.04908,0.04912,0.04413,0.04826,0.05018,0.02644,0.03474,0.04873,0.04203,0.00564,0.06636,0.03923
52785515,2022/09/17 22:00:00,Pehlin - Divaca DIRECT,Melina - Divaca 400 kV Divaca - Melina,334.0,0.0,81.91359999999997,252.08640000000003,-0.04723,-0.0464,-0.0424,-0.04749,-0.03545,-0.04518,-0.05011,0.06887,-0.02278,-0.04655,-0.03403,-0.00318,-0.09498,-0.02852
52785516,2022/09/17 22:00:00,Pehlin - Divaca OPPOSITE,Melina - Divaca 400 kV Divaca - Melina,340.0,0.0,-81.91359999999997,421.9136,0.04723,0.0464,0.0424,0.04749,0.03545,0.04518,0.05011,-0.06887,0.02278,0.04655,0.03403,0.00318,0.09498,0.02852
52785521,2022/09/17 22:00:00,Mostar - Zakucac OPPOSITE,basecase,284.0,0.0,19.053398000000016,264.946602,0.02682,0.02661,0.02653,0.02689,0.0238,0.02634,0.02755,0.06279,0.01846,0.02665,0.02267,0.00293,0.03674,0.021
52785533,2022/09/17 22:00:00,Ernestinovo-S. Mitrovica DIRECT,Ugljevik - Ernestinovo,625.0,58.0,124.06551400000019,500.9344859999998,0.26135,0.26152,0.26709,0.26129,0.26527,0.26196,0.26073,0.2275,0.26465,0.26146,0.25721,0.00845,0.25684,0.25948
52785538,2022/09/17 22:00:00,Pecs - Ernestinovo1 491A DIRECT,Pecs - Ernestinovo2 491B Ernestinovo - Pecs 2,490.0,146.0,42.25758300000004,447.74241699999993,0.16951,0.17044,0.1696,0.16921,0.18509,0.17161,0.16631,0.00352,0.22072,0.17028,0.18441,0.01151,0.11308,0.19521
52785621,2022/09/17 22:00:00,400 kV Zerjavinec - Tumbri 477 OPPOSITE,basecase,1105.0,0.0,-115.36306799999991,1220.3630679999999,0.07409,0.07214,0.06892,0.07471,0.04506,0.06951,0.08083,0.05684,0.00591,0.07248,0.04034,-0.00239,0.21952,0.02434
52785993,2022/09/17 22:00:00,Gonyu - Gyor DIRECT,Gabcikovo - Gyor Gabcikovo - Gyor,790.0,0.0,165.07904000000002,624.9209599999999,-0.00487,-0.00261,-0.06977,-0.00562,0.03671,-0.00161,-0.01247,-0.08917,0.10158,-0.00264,0.0906,0.00507,-0.11014,0.19586
52785999,2022/09/17 22:00:00,Gonyu - Gyor DIRECT,Gabcikovo - Gonyu Gabcikovo - Gonyu,842.0,0.0,-270.413112,1112.413112,-0.06353,-0.06274,-0.09486,-0.0638,-0.05812,-0.06279,-0.06616,-0.06784,0.13374,-0.06268,-0.00938,0.00521,-0.09293,0.00397
52786009,2022/09/17 22:00:00,Gonyu - Gyor OPPOSITE,Gabcikovo - Gyor Gabcikovo - Gyor,1711.0,0.0,-165.07904000000002,1876.07904,0.00487,0.00261,0.06977,0.00562,-0.03671,0.00161,0.01247,0.08917,-0.10158,0.00264,-0.0906,-0.00507,0.11014,-0.19586
52786100,2022/09/17 22:00:00,Gyor - Neusiedl OPPOSITE,Gyor - Zurndorf Zurndorf - Gyoer 439B,135.0,0.0,52.41881700000003,82.58118299999997,0.02599,0.02592,0.04004,0.02602,0.02436,0.02614,0.02622,0.01301,-0.01255,0.02587,0.01397,-0.00105,0.02204,0.0036
52786418,2022/09/17 22:00:00,Gyor - Oroszlany DIRECT,Bicske Del - Gonyu,219.0,0.0,104.98011300000002,114.01988699999998,0.04644,0.04647,0.0572,0.04643,0.048,0.0468,0.04631,0.02281,-0.00571,0.0464,0.03516,-0.00245,0.03683,0.03168
52786420,2022/09/17 22:00:00,Gyor - Oroszlany DIRECT,Levice - God Levice - God,227.0,0.0,107.88123200000005,119.11876799999995,0.04559,0.04563,0.0558,0.04559,0.04705,0.04595,0.04546,0.0228,-0.00783,0.04557,0.03515,-0.00249,0.03609,0.03167
52786658,2022/09/17 22:00:00,Gabcikovo - Gonyu DIRECT,Gabcikovo - Gyor Gabcikovo - Gyor,1207.0,0.0,527.7975960000001,679.2024039999999,0.07302,0.07468,0.03605,0.07247,0.11487,0.07591,0.0674,-0.02006,-0.04709,0.07457,0.1174,-0.00053,-0.01347,0.22377
52786670,2022/09/17 22:00:00,Gabcikovo - Gonyu OPPOSITE,Gonyu - Gyor,978.0,0.0,-374.22302799999994,1352.2230279999999,-0.07,-0.07004,-0.07888,-0.07,-0.08093,-0.0705,-0.06986,-0.04031,0.10991,-0.06996,-0.0478,0.00382,-0.06014,-0.07585
52786677,2022/09/17 22:00:00,Gabcikovo - Gonyu OPPOSITE,Gabcikovo - Gyor Gabcikovo - Gyor,1287.0,0.0,-527.7975960000001,1814.797596,-0.07302,-0.07468,-0.03605,-0.07247,-0.11487,-0.07591,-0.0674,0.02006,0.04709,-0.07457,-0.1174,0.00053,0.01347,-0.22377
52786933,2022/09/17 22:00:00,Cirkovce - Heviz DIRECT,Zerjavinec - Heviz Zerjavinec - Heviz,1438.0,0.0,-95.242811,1533.242811,0.04435,0.04203,0.06262,0.04509,0.00406,0.03982,0.05225,0.12181,-0.06352,0.04234,-0.00588,-0.00683,0.2024,-0.03507
52786938,2022/09/17 22:00:00,Cirkovce - Heviz OPPOSITE,Zerjavinec - Heviz Zerjavinec - Heviz,588.0,0.0,95.242811,492.757189,-0.04435,-0.04203,-0.06262,-0.04509,-0.00406,-0.03982,-0.05225,-0.12181,0.06352,-0.04234,0.00588,0.00683,-0.2024,0.03507
52789089,2022/09/17 22:00:00,Zwolle - Hengelo 380 Wit DIRECT,Zwolle - Hengelo 380 Zwart,943.0,0.0,-251.13614599999997,1194.136146,0.06619,0.01907,0.00365,0.07628,-0.0037,-0.01029,0.03695,0.00205,-0.00083,0.2173,-0.00608,-0.0001,0.0034,-0.0022
52789713,2022/09/17 22:00:00,Liskovec - Bujakow  DIRECT,Liskovec - Kopanina,359.0,0.0,-21.098591,380.098591,-0.01018,-0.01062,0.00396,-0.01003,0.00814,-0.01034,-0.00869,0.00441,0.00236,-0.01069,-0.06896,0.00017,0.00516,0.00132
52789733,2022/09/17 22:00:00,Liskovec - Kopanina  DIRECT,Liskovec - Bujakow,395.0,0.0,-28.105829000000007,423.105829,-0.01322,-0.01372,0.00311,-0.01304,0.00717,-0.01344,-0.01148,0.00432,0.00252,-0.0138,-0.07601,0.00019,0.00493,0.00157
52790292,2022/09/17 22:00:00,Krosno Iskrzynia - Rzeszow DIRECT,Krosno Iskrzynia - Tarnow,1109.0,0.0,-265.63359500000007,1374.633595,-0.10552,-0.10691,-0.07135,-0.10504,-0.09005,-0.10686,-0.10075,-0.03209,-0.00425,-0.10699,-0.24689,-0.00015,-0.04436,0.00985
52790293,2022/09/17 22:00:00,Krosno Iskrzynia - Rzeszow OPPOSITE,Krosno Iskrzynia - Tarnow,849.0,0.0,265.63359500000007,583.366405,0.10552,0.10691,0.07135,0.10504,0.09005,0.10686,0.10075,0.03209,0.00425,0.10699,0.24689,0.00015,0.04436,-0.00985
52790555,2022/09/17 22:00:00,Mikulowa AT1 DIRECT,Mikulowa AT2,425.0,0.0,-47.246779000000004,472.246779,-0.04263,-0.04336,-0.02213,-0.04239,-0.01504,-0.04367,-0.04027,-0.00746,0.00134,-0.04329,0.10628,0.0002,-0.01131,0.00876
52790704,2022/09/17 22:00:00,Wielopole - Nosovice DIRECT,Albrechtice - Dobrzen  Dobrzen - Albrechtice,875.0,0.0,18.93206300000005,856.0679369999999,0.04914,0.0504,0.01565,0.04868,-0.03329,0.04881,0.0447,0.00047,-0.00719,0.05068,0.25075,-0.00078,0.0036,-0.02252
52790742,2022/09/17 22:00:00,Wielopole - Nosovice DIRECT,Nosovice - Albrechtice,861.0,0.0,55.86835100000004,805.1316489999999,0.04914,0.0504,0.01565,0.04868,-0.01667,0.04881,0.0447,0.00047,-0.00719,0.05068,0.25075,-0.00078,0.0036,-0.02252
52791348,2022/09/17 22:00:00,Paroseni - Targu Jiu Nord OPPOSITE,Portile de Fier - Resita c1 Portile de Fier - Resita c2,107.0,0.0,-24.621228000000023,131.62122800000003,-0.0393,-0.03935,-0.03917,-0.03928,-0.04012,-0.03941,-0.03912,-0.03229,-0.0435,-0.03934,-0.04033,0.01476,-0.0364,-0.04098
52791608,2022/09/17 22:00:00,Nadab - Bekescsaba OPPOSITE,Arad - Sandorfalva Arad - Sandorfalva,847.0,0.0,141.92483600000025,705.0751639999997,0.21589,0.21612,0.21572,0.21581,0.2199,0.21642,0.21508,0.18269,0.23725,0.21609,0.21972,-0.0955,0.2026,0.22315
52791617,2022/09/17 22:00:00,Portile de Fier - Djerdap DIRECT,Portile de Fier - Resita c1 Portile de Fier - Resita c2,634.0,0.0,-156.01133200000012,790.0113320000002,-0.08626,-0.08604,-0.0883,-0.08633,-0.0836,-0.08584,-0.08702,-0.11137,-0.07907,-0.08606,-0.07884,0.22083,-0.09849,-0.07753
52791620,2022/09/17 22:00:00,Portile de Fier - Djerdap DIRECT,Tantareni - Kozlodui c2 Tantareni - Kozlodui c1,779.0,0.0,-197.22203499999995,976.222035,0.04546,0.0458,0.04307,0.04536,0.04975,0.04612,0.04433,0.00628,0.05959,0.04576,0.05538,0.42245,0.02728,0.05782
52791629,2022/09/17 22:00:00,Portile de Fier - Djerdap OPPOSITE,Tantareni - Kozlodui c2 Tantareni - Kozlodui c1,1177.0,0.0,197.22203499999995,979.777965,-0.04546,-0.0458,-0.04307,-0.04536,-0.04975,-0.04612,-0.04433,-0.00628,-0.05959,-0.04576,-0.05538,-0.42245,-0.02728,-0.05782
52792000,2022/09/17 22:00:00,220 kV Obersielach - Podlog DIRECT,basecase,326.0,0.0,-72.27620600000003,398.276206,-0.03646,-0.03683,-0.07321,-0.03635,-0.03319,-0.03878,-0.03501,0.02889,-0.01566,-0.03664,-0.02913,-0.00164,0.04934,-0.02387
